price.open,price.high,price.low,price.close,volume,price.adjusted,ret.adjusted.prices,ret.closing.prices,avgChange,Change
82.510002,83.150002,82.169998,82.489998,1850800,82.148491,0.000485125,0.000485155,-0.141073141,E
82.599998,82.870003,81.57,82.309998,1883300,81.969238,-0.002182061,-0.002182083,-0.928358919,D
82.470001,82.889999,81.599998,81.889999,1321500,81.55098,-0.005102622,-0.005102649,-1.17152497,D
83.220001,84.300003,82.059998,82.529999,4521200,82.188332,0.007815381,0.007815362,-1.198762774,D
82.260002,82.639999,81.129997,81.910004,3795300,81.5709,-0.007512405,-0.007512359,-0.832467953,D
82.010002,82.199997,78.25,78.529999,4043100,78.204887,-0.041264875,-0.041264862,0.19418023,E
78.620003,78.779999,76.730003,77.18,3769900,76.860481,-0.017190818,-0.01719087,0.924608819,U
76.889999,77.839996,75.690002,77.760002,3091200,77.43808,0.007514902,0.007514926,0.557418971,U
77.769997,79.199997,76.589996,78.629997,3236400,78.304474,0.011188216,0.011188207,0.223488941,E
78.889999,79.769997,78.099998,79.290001,4573000,78.961746,0.008393799,0.008393794,0.090169317,E
79.400002,81.620003,79.379997,80.82,3249700,80.485405,0.019296167,0.019296241,-0.01996556,E
81.190002,83.150002,77.379997,79.970001,6808300,79.638931,-0.010517112,-0.010517186,0.246980842,E
79.449997,80.150002,78.769997,79.519997,2476700,79.190788,-0.005627185,-0.00562716,0.437648147,E
79.279999,79.860001,78.43,79.650002,1572500,79.320251,0.001634824,0.001634872,0.620075098,U
79.739998,80.809998,79.449997,80.739998,3029000,80.405739,0.013684879,0.013684821,0.463496337,E
81.5,81.830002,80.339996,80.959999,2962300,80.624825,0.002724756,0.002724808,0.234747281,E
81.040001,81.790001,80.860001,81.279999,3162200,80.943504,0.003952616,0.003952569,0.212123421,E
81.300003,82.410004,81.300003,82.160004,1758200,81.819862,0.010826786,0.010826833,-0.031639855,E
82,82.910004,81.43,82.629997,1762200,82.28791,0.005720469,0.00572046,-0.292568025,E
82.519997,82.809998,81.559998,81.919998,2580400,81.580856,-0.008592441,-0.008592509,-0.132058645,E
82.150002,82.790001,81.849998,82.150002,2028700,81.809906,0.002807644,0.002807666,-0.097862211,E
82.660004,82.809998,81.870003,82.029999,1314200,81.690399,-0.001460789,-0.001460779,-0.71477917,D
81.75,82.089996,80.709999,81.43,2220400,81.09288,-0.007314434,-0.007314385,-0.568478276,D
81.5,81.910004,80.550003,81.379997,1663900,81.043091,-0.000613975,-0.000614061,-0.104383639,E
81.510002,81.919998,81.190002,81.75,1368100,81.41156,0.004546581,0.004546609,-0.236447062,E
81.449997,81.610001,78.989998,79.129997,3635600,78.802399,-0.032049024,-0.032048966,0.548137582,U
79.459999,79.540001,78.580002,79.139999,2272000,78.812363,0.000126443,0.0001264,0.714886456,U
79.800003,81.290001,79.029999,80.959999,2896300,80.624825,0.022997179,0.02299722,0.019697163,E
81.110001,81.75,80.790001,80.800003,1900900,80.465492,-0.001976228,-0.001976235,0.213826282,E
80.830002,81.510002,80.540001,81.330002,1442600,80.993301,0.006559445,0.006559393,-0.085984276,E
81.480003,82.360001,81.349998,82.029999,1351400,81.690399,0.00860686,0.008606873,-0.191660073,E
81.650002,82.080002,80.730003,81.040001,1917400,80.704498,-0.01206875,-0.012068731,0.071381347,E
81.059998,82.790001,80.900002,81.669998,1657300,81.331886,0.007773891,0.007773902,-0.536159411,D
81.849998,81.849998,80.699997,80.980003,2419300,80.644753,-0.008448507,-0.008448574,-0.146239681,E
81,81.599998,80.830002,81.25,1859600,80.913628,0.003334067,0.003334119,-0.370434326,E
81.589996,82.330002,80.660004,81.330002,1711800,80.993301,0.000984667,0.00098464,0.617573669,U
81.110001,81.529999,78.660004,79.5,2377400,79.170876,-0.022500935,-0.022500946,1.351284455,U
79.790001,81.550003,79.760002,80.389999,3001300,80.05719,0.01119495,0.011194956,1.401700348,U
80.139999,81.260002,79.760002,79.760002,3184200,79.429802,-0.007836748,-0.007836758,2.110879076,U
83.139999,87.290001,82.580002,83.830002,9458300,83.482948,0.051028026,0.051028083,1.050610006,U
84.529999,85.849998,82,85.019997,4440900,84.668015,0.014195318,0.014195335,0.744439621,U
84.449997,86.629997,82.839996,86.209999,2885600,85.853096,0.013996797,0.013996731,0.366433988,E
86,89,86,88.699997,2877300,88.332779,0.028882861,0.028882937,-0.669824799,D
88.589996,89.339996,87.669998,88.370003,2119100,88.004158,-0.003720261,-0.003720338,-0.116417549,E
87.089996,88.599998,86.43,88.269997,3065100,87.904564,-0.001131697,-0.001131674,-0.130312522,E
88.410004,89.879997,87.769997,87.82,2502000,87.456429,-0.005097972,-0.005097961,-0.080162845,E
87.129997,87.669998,85.529999,85.760002,2316500,85.404961,-0.023457029,-0.023457049,0.56746585,U
86.199997,88.730003,86.010002,87.860001,2422000,87.496262,0.02448688,0.024486928,0.43758219,E
88.269997,88.269997,87.269997,87.699997,1712800,87.336922,-0.001821106,-0.001821124,0.890169265,U
88.360001,88.480003,87.220001,87.470001,3064700,87.10788,-0.002622511,-0.002622531,0.550224558,U
87.029999,88.760002,86.720001,88.239998,2999400,87.874687,0.008802958,0.008802984,0.709440865,U
88.599998,89.860001,87.900002,89.790001,2378300,89.418274,0.017565775,0.017565764,0.039753527,E
90,91.730003,89.900002,91.660004,2773300,91.280533,0.020826381,0.020826406,-0.238106173,E
90.360001,90.75,89.480003,89.93,2241500,89.557693,-0.018874123,-0.018874143,0.394586231,E
90.580002,91.470001,90.120003,91.440002,1692900,91.061447,0.016790897,0.01679086,0.350300816,E
91.370003,91.629997,89.279999,89.970001,2471100,89.597527,-0.016076178,-0.016076126,0.723942424,U
90.279999,90.660004,88.940002,90.580002,1918300,90.205002,0.006780042,0.006780049,-0.994084754,D
90.5,92.209999,90.190002,91.720001,2080600,91.720001,0.016795066,0.012585548,-1.437567919,D
92.279999,94.07,92.160004,93.040001,2033400,93.040001,0.014391627,0.014391627,-1.577678098,D
92.599998,93.449997,92.080002,93.290001,2495800,93.290001,0.002687016,0.002687016,-2.240851892,D
91,91.68,85.949997,86.059998,6912100,86.059998,-0.077500299,-0.077500299,-1.089066486,D
86.410004,87.349998,84.93,85.260002,5304400,85.260002,-0.009295794,-0.009295794,-0.702274508,D
85.230003,86.529999,84.709999,86.040001,3076500,86.040001,0.009148475,0.009148475,-0.616528729,D
86.410004,86.690002,83.230003,83.559998,2917000,83.559998,-0.028823837,-0.028823837,0.387037842,E
83.029999,83.029999,80,81.459999,3677400,81.459999,-0.025131631,-0.025131631,1.165344605,U
81.349998,82.330002,80.839996,82.32,2211400,82.32,0.010557341,0.010557341,1.539255039,U
82.900002,83.849998,82.529999,83.470001,3509900,83.470001,0.013969886,0.013969886,1.110775952,U
84,86.540001,84,85.169998,3417800,85.169998,0.020366563,0.020366563,0.686766041,U
84.639999,86.599998,84.389999,86.339996,2168500,86.339996,0.013737208,0.013737208,0.239153406,E
87.620003,89.349998,87,88.879997,3288500,88.879997,0.029418591,0.029418591,-0.704674129,D
88.980003,89.459999,87.400002,88.269997,1907600,88.269997,-0.006863187,-0.006863187,-0.456526274,E
88.690002,88.940002,87.769997,88.169998,1269900,88.169998,-0.001132876,-0.001132876,-0.507379384,D
88.480003,88.860001,86.730003,87.389999,2949500,87.389999,-0.008846535,-0.008846535,-0.215332608,E
87.110001,87.57,85.68,85.790001,1666800,85.790001,-0.018308708,-0.018308708,-0.137306028,E
86.400002,86.900002,85.57,86.279999,1269100,86.279999,0.005711598,0.005711598,-0.032554355,E
86.480003,87.480003,85.82,85.970001,1897000,85.970001,-0.00359293,-0.00359293,-0.620478359,D
86.440002,86.860001,85.900002,86.459999,1176700,86.459999,0.005699639,0.005699639,-0.965783376,D
86.599998,86.610001,84.959999,85.199997,1637900,85.199997,-0.014573236,-0.014573236,-0.73962709,D
85.370003,86.260002,84.790001,86.139999,2116300,86.139999,0.011032888,0.011032888,-0.93469148,D
85.919998,86.379997,83.099998,83.32,2543100,83.32,-0.032737393,-0.032737393,-0.52529085,D
83.32,83.919998,81.82,82.370003,2356800,82.370003,-0.011401788,-0.011401788,-0.47512992,E
82.68,82.860001,81.730003,82.099998,2137900,82.099998,-0.003277953,-0.003277953,-0.090758455,E
82.150002,82.959999,80.849998,82.25,3369300,82.25,0.001827065,0.001827065,-0.029434142,E
82.160004,82.309998,81.160004,81.160004,2644900,81.160004,-0.013252231,-0.013252231,0.596502625,U
81,81.199997,79.389999,80.43,2405300,80.43,-0.008994627,-0.008994627,0.881174423,U
80.989998,83.089996,80.989998,81.730003,2007400,81.730003,0.016163161,0.016163161,0.484032902,E
81.900002,83.169998,81.449997,82.129997,1516400,82.129997,0.00489409,0.00489409,-0.064998196,E
82.059998,84.25,82.010002,83.599998,2378100,83.599998,0.017898467,0.017898467,-0.537827704,D
83.760002,84.440002,83.410004,84.059998,1535100,84.059998,0.005502392,0.005502392,-0.396662234,E
84.019997,85.040001,83.660004,83.739998,1865800,83.739998,-0.003806805,-0.003806805,-0.675016325,D
83.830002,83.889999,81.82,81.860001,2511000,81.860001,-0.022450407,-0.022450407,-0.662905196,D
81.779999,81.879997,79.360001,81.370003,3388100,81.370003,-0.005985805,-0.005985805,-0.964054256,D
81.589996,82.610001,81.5,82.419998,1880800,82.419998,0.012903957,0.012903957,-1.156126982,D
81.660004,82.050003,80.790001,80.970001,1848000,80.970001,-0.017592781,-0.017592781,-0.63207544,D
81.139999,81.139999,79.07,79.169998,2617400,79.169998,-0.022230493,-0.022230493,0.736616625,U
79.080002,79.150002,77.480003,77.5,2614800,77.5,-0.021093824,-0.021093824,1.203003975,U
77.690002,77.940002,77.029999,77.82,3203800,77.82,0.004129032,0.004129032,0.986433666,U
78.730003,78.730003,77.75,78.480003,1593300,78.480003,0.008481149,0.008481149,1.057849917,U
81.410004,82.489998,80.419998,82.080002,4049600,82.080002,0.045871545,0.045871545,0.392583301,E
82,83.089996,81.82,82.290001,2756700,82.290001,0.002558467,0.002558467,,
82.190002,82.459999,81.279999,81.790001,1565900,81.790001,-0.006076072,-0.006076072,,
82.199997,82.860001,81.639999,82.790001,175410000,82.790001,0.012226433,0.012226433,,
83.110001,84.169998,82.690002,83.699997,1629400,83.699997,0.010991617,0.010991617,,
