price.open,price.high,price.low,price.close,volume,price.adjusted,ref.date,ticker,ret.adjusted.prices,ret.closing.prices,pctChange,ChangeCategory
52.529999,53.900002,51.849998,53.34,3525000,52.536518,12/20/2018,TSN,0.012720801,0.012720752,0.235185254,E
53.34,54.48,51.73,51.73,4343200,50.950768,12/21/2018,TSN,-0.030183767,-0.030183727,1.015170836,U
51.810001,52,50.330002,50.75,1413100,49.985531,12/24/2018,TSN,-0.018944503,-0.01894452,0.489302452,E
50.959999,52.080002,49.77,52.060001,2820000,51.275799,12/26/2018,TSN,0.02581283,0.025812828,0.751681877,U
51.73,52.490002,50.799999,52.490002,2340100,51.699322,12/27/2018,TSN,0.008259706,0.008259719,1.049341363,U
52.450001,52.93,51.939999,52.34,3178700,51.551579,12/28/2018,TSN,-0.002857736,-0.002857725,0.972654428,U
52.560001,53.43,52.43,53.400002,2366000,52.595612,12/31/2018,TSN,0.020252202,0.020252235,1.51843855,U
53.040001,53.93,52.82,53.349998,2122600,52.546364,1/2/2019,TSN,-0.000936352,-0.000936404,0.736239102,U
52.98,54.790001,52.98,54.490002,3135800,53.669197,1/3/2019,TSN,0.021368424,0.021368398,0.848446642,U
54.790001,56.040001,54.669998,55.16,5558900,54.329102,1/4/2019,TSN,0.012295787,0.012295797,0.623381313,U
54.900002,56.77,54.669998,56.049999,3740100,55.205696,1/7/2019,TSN,0.016134888,0.016134862,0.076586019,E
56.34,57.619999,55.98,57.549999,2976200,56.683098,1/8/2019,TSN,0.026761767,0.02676182,0.707596596,U
57.34,57.389999,56.349998,56.549999,3440600,55.698158,1/9/2019,TSN,-0.017376256,-0.017376195,0.323858395,E
56.669998,58.029999,56.59,57.560001,2440200,56.692951,1/10/2019,TSN,0.017860429,0.017860336,0.534099218,U
57.740002,58.330002,57.360001,57.830002,1390300,56.958885,1/11/2019,TSN,0.004690777,0.004690775,1.08058637,U
57.75,58.150002,57.09,57.77,2027700,56.899788,1/14/2019,TSN,-0.001037538,-0.001037558,0.497462274,E
58.09,58.68,57.59,58.59,1495400,57.707432,1/15/2019,TSN,0.014194148,0.014194218,0.667958057,U
58.48,59.07,58.439999,58.5,2189600,57.61879,1/16/2019,TSN,-0.001536059,-0.001536098,0.232550747,E
58.610001,59.41,58.360001,59.389999,2313800,58.495384,1/17/2019,TSN,0.015213683,0.015213658,-0.079380168,E
60.299999,61.470001,60.150002,60.959999,3630200,60.041733,1/18/2019,TSN,0.026435402,0.026435427,0.570617785,U
60.900002,60.900002,59.700001,60.07,3158700,59.165142,1/22/2019,TSN,-0.014599695,-0.014599721,0.419823216,E
60.18,60.860001,59.73,60.5,2235600,59.588665,1/23/2019,TSN,0.00715832,0.007158315,0.675256893,U
60.060001,60.650002,59.68,60.09,1648600,59.184841,1/24/2019,TSN,-0.006776859,-0.00677686,0.389129325,E
60.450001,60.990002,60.09,60.720001,3254700,59.805347,1/25/2019,TSN,0.010484205,0.01048429,0.038761872,E
60.639999,61.830002,60.470001,61.799999,2313900,60.86908,1/28/2019,TSN,0.017786587,0.017786528,0,E
61.689999,61.900002,61.16,61.779999,1355400,60.84938,1/29/2019,TSN,-0.000323645,-0.000323625,-0.151872882,E
61.82,62.48,61.200001,62.16,2194800,61.22366,1/30/2019,TSN,0.006150925,0.006150874,-0.330941895,E
62.259998,62.560001,61.209999,61.919998,5050600,60.98727,1/31/2019,TSN,-0.003861089,-0.003861036,-0.58744787,D
62.150002,62.459999,61.459999,61.919998,2046300,60.98727,2/1/2019,TSN,0,0,-0.819671473,D
62.060001,62.23,61.540001,61.779999,1507600,60.84938,2/4/2019,TSN,-0.002260964,-0.002260966,-0.749759146,D
61.900002,61.950001,60.549999,61.689999,4069100,60.760735,2/5/2019,TSN,-0.001456794,-0.001456782,0.159404555,E
61.740002,61.98,60.799999,60.900002,2950300,59.982635,2/6/2019,TSN,-0.012805968,-0.012805917,0.18942541,E
60.310001,61.860001,58.200001,60.119999,5132600,59.21439,2/7/2019,TSN,-0.01280779,-0.012807931,0.625889656,U
59.57,60.130001,58.490002,59.290001,5437500,58.396889,2/8/2019,TSN,-0.013805783,-0.013805689,1.04163287,U
59.209999,60.240002,58.889999,59.43,3582300,58.534779,2/11/2019,TSN,0.002361256,0.002361258,0.505180699,U
59.700001,61.700001,59.599998,61.380001,3243500,60.45541,2/12/2019,TSN,0.032811792,0.032811728,0.935630837,U
61.450001,61.66,60.41,60.689999,2326400,59.775799,2/13/2019,TSN,-0.011241525,-0.011241479,0.59989183,U
60.459999,61.630001,60.290001,61.18,2304300,60.258423,2/14/2019,TSN,0.008073903,0.008073834,0.225017907,E
61.639999,62.959999,61.52,62.610001,3170000,61.666878,2/15/2019,TSN,0.023373579,0.023373668,-0.196675233,E
62.459999,63.549999,62.200001,62.939999,3840900,61.991905,2/19/2019,TSN,0.00527069,0.005270691,-0.582672018,D
62.93,63.93,62.799999,63.599998,2754500,62.641964,2/20/2019,TSN,0.010486192,0.010486162,-0.451749002,E
63.41,63.639999,62.279999,63.060001,2858600,62.110104,2/21/2019,TSN,-0.008490475,-0.008490519,-0.534243045,D
62.34,63.369999,62.099998,63.32,2841100,62.366184,2/22/2019,TSN,0.004123001,0.004123041,-0.041991343,E
63.66,63.700001,61.900002,62.32,2893100,61.381248,2/25/2019,TSN,-0.015792789,-0.015792798,0.158303881,E
62.450001,63.400002,61.759998,61.77,2915700,60.839531,2/26/2019,TSN,-0.008825448,-0.008825417,0.744233471,U
61.549999,61.810001,60.990002,61.650002,2937700,60.72134,2/27/2019,TSN,-0.001942668,-0.001942658,0.599451886,U
61.52,61.849998,61.130001,61.66,2450800,61.102859,2/28/2019,TSN,0.006283112,0.000162174,0.607461005,U
61.799999,62.560001,61.799999,62.189999,3865100,61.628071,3/1/2019,TSN,0.008595539,0.008595508,0.164214299,E
62.419998,62.720001,61.540001,62.259998,3881800,61.697437,3/4/2019,TSN,0.001125559,0.001125567,0.078463373,E
62.549999,64.290001,62.23,63.970001,3535100,63.391991,3/5/2019,TSN,0.027465549,0.027465516,0.084783017,E
64.07,64.279999,63.369999,63.540001,2525900,62.965874,3/6/2019,TSN,-0.006721937,-0.006721901,0.103331975,E
63.490002,64.379997,63.060001,64.110001,3891200,63.530724,3/7/2019,TSN,0.008970732,0.008970727,0.655982882,U
63.990002,64.290001,62.580002,62.779999,3164300,62.212738,3/8/2019,TSN,-0.020745647,-0.020745624,0.310010228,E
62.779999,64.230003,62.599998,64.220001,2505900,63.639729,3/11/2019,TSN,0.02293728,0.022937273,0.469599909,E
64.309998,64.43,63.540001,63.810001,2554100,63.233437,3/12/2019,TSN,-0.006384251,-0.006384304,0.408424949,E
64,64.889999,63.860001,64.440002,2005300,63.857738,3/13/2019,TSN,0.009872957,0.009873076,0,E
64.349998,64.940002,64.349998,64.879997,2115200,64.293762,3/14/2019,TSN,0.006828053,0.006827979,0.396678879,E
64.970001,65.989998,64.709999,65.220001,4769600,64.630692,3/15/2019,TSN,0.005240477,0.005240506,0.388927417,E
65.220001,65.93,65.050003,65.330002,2373100,64.7397,3/18/2019,TSN,0.001686629,0.001686615,0.510204699,U
65.349998,65.949997,65.260002,65.769997,2855200,65.175713,3/19/2019,TSN,0.006734863,0.006734961,0.891035963,U
65.709999,65.82,64.470001,64.879997,4015300,64.293762,3/20/2019,TSN,-0.013531896,-0.013532006,0.439901029,E
64.980003,66.940002,64.849998,66.519997,2932400,65.918945,3/21/2019,TSN,0.02527746,0.025277436,0.672942953,U
66.599998,66.989998,66.07,66.610001,1502600,66.008133,3/22/2019,TSN,0.001352995,0.001353037,0.576647549,U
66.540001,67.970001,66.080002,67.459999,3137600,66.850456,3/25/2019,TSN,0.012760897,0.012760817,0.537993728,U
67.75,68.25,67.349998,67.849998,1736900,67.236923,3/26/2019,TSN,0.005781068,0.005781189,0.364921805,E
67.93,68.419998,67.230003,68,1824900,67.385574,3/27/2019,TSN,0.002210854,0.002210789,0.01155397,E
68.07,69.260002,68.07,68.889999,2315000,68.267532,3/28/2019,TSN,0.013088232,0.013088221,0.172736146,E
68.989998,69.540001,68.559998,69.43,2215900,68.80265,3/29/2019,TSN,0.007838543,0.007838598,0.028760497,E
69.5,69.709999,68.760002,69.699997,2775400,69.070206,4/1/2019,TSN,0.003888746,0.003888766,0.338632836,E
